t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1779611396.2929306,0.09599310885968812,0.0,0.0,-0.020777729190408684,0.0,0.0,0.396,1.3860000000000001,0.4356,0.08686495718552247,0.0,0.0,0.09599310885968812,0.0,0.0,-0.04155545838081737,0.0,0.0
1779611396.3030143,0.09599310885968812,0.0,0.0,-0.04155545838081737,0.0,0.0,0.5544000000000001,1.3068,0.396,0.08443432644396875,0.0,0.0,0.09424777960769379,0.0,0.0,-0.06648873340930779,0.0,0.0
1779611396.3136044,0.09424777960769379,0.0,0.0,-0.06648873340930779,0.0,0.0,0.5940000000000001,1.3464,0.4356,0.08179393927112265,0.0,0.0,0.09424777960769379,0.0,0.0,-0.10388864595204342,0.0,0.0
1779611396.3229241,0.09424777960769379,0.0,0.0,-0.10388864595204342,0.0,0.0,0.198,1.3068,-0.27720000000000006,0.07882226822910966,0.0,0.0,0.09250245035569947,0.0,0.0,-0.11012196470916602,0.0,0.0
1779611396.3329456,0.09250245035569947,0.0,0.0,-0.11012196470916602,0.0,0.0,0.5148,1.3068,0.3168,0.07604443448392459,0.0,0.0,0.09075712110370514,0.0,0.0,-0.1246663751424521,0.0,0.0
1779611396.3429105,0.09075712110370514,0.0,0.0,-0.1246663751424521,0.0,0.0,0.792,1.4652,0.4356,0.07289398930871621,0.0,0.0,0.08901179185171082,0.0,0.0,-0.157910741847106,0.0,0.0
1779611396.3529718,0.08901179185171082,0.0,0.0,-0.157910741847106,0.0,0.0,0.5544000000000001,1.3068,0.396,0.06960012844268153,0.0,0.0,0.08726646259971647,0.0,0.0,-0.19115510855175988,0.0,0.0
1779611396.3629088,0.08726646259971647,0.0,0.0,-0.19115510855175988,0.0,0.0,0.27720000000000006,1.3464,0.35639999999999994,0.06611877337525444,0.0,0.0,0.08726646259971647,0.0,0.0,-0.19115510855175988,0.0,0.0
1779611396.3729246,0.08726646259971647,0.0,0.0,-0.19115510855175988,0.0,0.0,0.27720000000000006,1.3464,0.35639999999999994,0.06253450296284661,0.0,0.0,0.08377580409572782,0.0,0.0,-0.21193283774216856,-0.0020777729190408684,0.0
1779611396.383015,0.08377580409572782,0.0,0.0,-0.21193283774216856,-0.0020777729190408684,0.0,0.6336,1.1880000000000002,0.4752,0.05878314258757627,0.0,0.0,0.08028514559173917,0.0,0.0,-0.2493327502849042,0.0,0.0
1779611396.3929365,0.08028514559173917,0.0,0.0,-0.2493327502849042,0.0,0.0,0.198,1.3860000000000001,0.27720000000000006,0.054871462296221245,0.0,0.0,0.07853981633974483,0.0,0.0,-0.24725497736586333,0.0,0.0
1779611396.403056,0.07853981633974483,0.0,0.0,-0.24725497736586333,0.0,0.0,0.6336,1.3860000000000001,0.35639999999999994,0.050904226676452106,0.0,0.0,0.07853981633974483,0.0,0.0,-0.24725497736586333,0.0,0.0
1779611396.413144,0.07853981633974483,0.0,0.0,-0.24725497736586333,0.0,0.0,0.6336,1.3860000000000001,0.35639999999999994,0.04674331963355253,0.0,0.0,0.07330382858376185,0.0,0.0,-0.2867326628276398,0.0,-0.0020777729190408684
1779611396.4229379,0.07330382858376185,0.0,0.0,-0.2867326628276398,0.0,-0.0020777729190408684,0.4752,1.4255999999999998,0.35639999999999994,0.042489461234511604,0.0,0.0,0.06981317007977318,0.0,0.0,-0.30751039201804853,0.0,0.0
1779611396.433127,0.06981317007977318,0.0,0.0,-0.30751039201804853,0.0,0.0,0.35639999999999994,1.3464,0.3168,0.038267824236837916,0.0,0.0,0.06632251157578452,0.0,0.0,-0.31997702953229373,0.0,0.0
1779611396.442976,0.06632251157578452,0.0,0.0,-0.31997702953229373,0.0,0.0,0.5148,1.2276,0.198,0.033789426120375325,0.0,0.0,0.06283185307179587,0.0,0.0,-0.33867698580366157,0.0,0.0020777729190408684
1779611396.4529312,0.06283185307179587,0.0,0.0,-0.33867698580366157,0.0,0.0020777729190408684,0.396,1.2276,0.396,0.029386322024918476,0.0,0.0,0.05934119456780721,0.0,0.0,-0.34283253164174327,0.0,-0.0020777729190408684
1779611396.4629278,0.05934119456780721,0.0,0.0,-0.34283253164174327,0.0,-0.0020777729190408684,0.6336,1.3860000000000001,-0.35639999999999994,0.024871504681067573,0.0,0.0,0.05585053606381855,0.0,0.0,-0.3739991254273563,0.0,0.0
1779611396.47337,0.05585053606381855,0.0,0.0,-0.3739991254273563,0.0,0.0,0.1584,1.3860000000000001,0.396,0.02028281777747193,0.0,0.0,0.05235987755982988,0.0,0.0,-0.36568803375119285,0.0,0.0
1779611396.4829357,0.05235987755982988,0.0,0.0,-0.36568803375119285,0.0,0.0,0.8316,1.2672,0.3168,0.01544169481126004,0.0,0.0,0.047123889803846894,0.0,0.0,-0.39269908169872414,0.0,0.0
1779611396.4929745,0.047123889803846894,0.0,0.0,-0.39269908169872414,0.0,0.0,0.396,1.3464,0.35639999999999994,0.010973904605082727,0.0,0.0,0.04363323129985824,0.0,0.0,-0.39685462753680584,-0.0020777729190408684,0.0
1779611396.503553,0.04363323129985824,0.0,0.0,-0.39685462753680584,-0.0020777729190408684,0.0,0.0,1.3068,0.3168,0.006261254514947927,0.0,0.0,0.04014257279586959,0.0,0.0,-0.3615324879131111,0.0,0.0
1779611396.5129743,0.04014257279586959,0.0,0.0,-0.3615324879131111,0.0,0.0,1.1880000000000002,1.1880000000000002,0.27720000000000006,0.0012803670938336213,0.0,0.0,0.03665191429188092,0.0,0.0,-0.4280212213224189,0.0,0.0
1779611396.5234237,0.03665191429188092,0.0,0.0,-0.4280212213224189,0.0,0.0,0.0396,1.3464,0.396,-0.003158778305435303,0.0,0.0,0.031415926535897934,0.0,0.0,-0.4280212213224189,0.0,0.0
1779611396.532986,0.031415926535897934,0.0,0.0,-0.4280212213224189,0.0,0.0,0.4356,1.3464,0.3168,-0.008074671685831267,0.0,0.0,0.027925268031909273,0.0,0.0,-0.43009899424145975,0.0,0.0
1779611396.543001,0.027925268031909273,0.0,0.0,-0.43009899424145975,0.0,0.0,0.7524000000000001,1.2672,0.27720000000000006,-0.012556347472552293,0.0,0.0,0.022689280275926284,0.0,0.0,-0.45087672343186846,0.0,0.0
1779611396.5530481,0.022689280275926284,0.0,0.0,-0.45087672343186846,0.0,0.0,0.3168,1.2672,0.198,-0.017222739472931386,0.0,0.0,0.017453292519943295,0.0,0.0,-0.4612655880270728,0.0,0.0
1779611396.5629525,0.017453292519943295,0.0,0.0,-0.4612655880270728,0.0,0.0,0.2376,1.2672,0.27720000000000006,-0.021865578583537285,0.0,0.0,0.013962634015954637,0.0,0.0,-0.4591878151080319,0.0,0.0
1779611396.5729496,0.013962634015954637,0.0,0.0,-0.4591878151080319,0.0,0.0,0.1188,1.1880000000000002,0.2376,-0.02639450502978153,0.0,0.0,0.008726646259971648,0.0,0.0,-0.4467211775937867,0.0,0.0
1779611396.5829515,0.008726646259971648,0.0,0.0,-0.4467211775937867,0.0,0.0,0.8316,1.3068,0.396,-0.030907512194119347,0.0,0.0,0.003490658503988659,0.0,0.0,-0.46957667970323624,0.0,0.0
